CmpCode^SchemeCode^ProdCode^ProdName
DIL^CHP000486484^FA070010^Honitus 10ml Sachet
DIL^CHP000486484^FA07001S^Honitus 10ml Sachet-Sample
DIL^CHP000486484^FA070050^Honitus 50ml
DIL^CHP000486484^FA070100^Honitus 100 ml
DIL^CHP000486484^FA071100^Honitus Mixed Fruit Syrup 100ml
DIL^CHP000486484^FA072004^Honitus Hot Sip Sachet 4g
DIL^CHP000486484^FA072007^Honitus Hot Sip 7 Sachet* 4g
DIL^CHP000486484^FA07204S^Honitus Hot Sip Stick 4g
DIL^CHP000486484^FA072100^Dabur Honitus HOTSIP 100g
DIL^CHP000486484^FA073100^Honitus Adulsa Cough Syrup 100ml
DIL^CHP000486484^FA075100^Dabur Honitus Tulsi Cough Syrup 100ml
DIL^CHP000486484^FA077100^Dabur Honitus Cough Syr Sugar Free 100ml
DIL^CHP000486484^FA078012^DaburHonitusHotsip Ay.1.20gTeabags25sac
DIL^CHP000486484^FA079200^Dabur Honitus Cough Syrup 200ml
DIL^CHP000486484^FA081020^Dabur Hingoli 20 Sachets Pouch - 6 Tabs
DIL^CHP000486484^FA081040^Dabur Hingoli 40 Sachet Pouch
DIL^CHP000486484^FA081100^Dabur Hingoli 100 Sachets 4Tabs
DIL^CHP000486484^FA08110B^Dabur Hingoli 100 Tab Bottle Pack
DIL^CHP000486484^FA081120^Dabur Hingoli 120 Sachet Jar
DIL^CHP000486484^FA08112N^DABUR HINGOLI 120 Sachet   6 Tabs Jar
DIL^CHP000486484^FA081200^Dabur Hingoli 200 Sachet Jar
DIL^CHP000486484^FA08190B^Dabur Hingoli 90 Tab Bottle Pack
DIL^CHP000486484^FA083008^Dabur Honitus Ayurvedic 8 Lozenges
DIL^CHP000486484^FA085010^Pudin Hara Herbal 10 ml
DIL^CHP000486484^FA085030^Pudin Hara Herbal 30 ml
DIL^CHP000486484^FA086004^Pudin Hara Pearls 4 Caps
DIL^CHP000486484^FA086006^Pudin Hara Pearls 6caps
DIL^CHP000486484^FA086010^Pudin Hara 10 Pearls
DIL^CHP000486484^FA086012^Pudin Hara Capsules 12 Caps
DIL^CHP000486484^FA086036^Pudin Hara Capsules 36 Caps
DIL^CHP000486484^FA086040^Pudin Hara Pearls 40 Caps
DIL^CHP000486484^FA086C10^PUDIN HARA CAPSULES 10 CAPS
DIL^CHP000486484^FA087005^Pudin Hara G 5G X 25 Disp Pack
DIL^CHP000486484^FA088010^Pudin Hara Active 10ml Pet Bottle
DIL^CHP000486484^FA088030^Pudin Hara Active 30ml Pet Bottle
DIL^CHP000486484^FA088050^Pudin Hara Active 50ml
DIL^CHP000486484^FA089005^PH Lemon Fizz 5g x 6 Sachets
DIL^CHP000486484^FA089020^PH Lemon Fizz 5g x 20 Sachets Jar
DIL^CHP000486484^FA089040^PH Lemon Fizz 5g x 40 Sachets
DIL^CHP000486484^FA089060^Pudin Hara Lemon Fizz 5G X 60 Disp Pack
DIL^CHP000486484^FA091005^Dabur Soda Fizz 5gm Sachet
DIL^CHP000486484^FA091020^Dabur Soda Fizz 20 Sachet Jar
DIL^CHP000486484^FA091040^Dabur Soda Fizz 40 Sachet Jar
DIL^CHP000486484^FA092170^Pudin Hara Gas Relief Suspension 170 ml
DIL^CHP000486484^FA093009^Pudin Hara Gas Relief 9 Tab
DIL^CHP000486484^FA095170^Dabur Pudin Hara Antacid 200ml
DIL^CHP000486484^FA097005^Dabur PH Fanto Fizz 5gm Sachet
DIL^CHP000486484^FA097020^PH Fanto Fizz5gx20 Sachet Jar
DIL^CHP000486484^FA098006^Pudin Hara Cola Fizz 5gx6 sahets
DIL^CHP000486484^FA098040^Pudin Hara Cola Fizz 5gx40 sachets
DIL^CHP000486484^FA133030^Dabur Honitus Mulethi Power 30 Tabs
DIL^CHP000486484^FA135010^Dabur Ashwagandha 10 Caps
DIL^CHP000486484^FA135020^Dabur Ashwagandha 20 Caps
DIL^CHP000486484^FA136060^Dabur Ayush Kwath 60g
DIL^CHP000486484^FA136100^Dabur  Ayush Kaadha 100g
DIL^CHP000486484^FA13612P^Dabur Ayush Kwath Kaadha 1.2kg Pouch
DIL^CHP000486484^FA136200^Dabur Ayush Kwath Kaadha 200gm
DIL^CHP000486484^FA13620P^Dabur Ayush Kwath Kaadha 200g Pouch
DIL^CHP000486484^FA13660P^Dabur Ayush Kwath Kaadha 600g Pouch
DIL^CHP000486484^FA137100^Dabur Honitus Ayushman Kaadha 100g
DIL^CHP000486484^FA138060^Dabur Ayush Joshanda 60gm
DIL^CHP000486484^FA138100^Dabur Ayush Joshanda 100g
DIL^CHP000486484^FA139100^Dabur Ayush Kwath Kashayam 100gm
DIL^CHP000486484^FA142030^Dabur Ayush Kwath Drops 30ml
DIL^CHP000486484^FA143200^Dabur Ayush Kwath Syrup 200ml
DIL^CHP000486484^FA144200^Dabur Ayush Kwath Immunity Kaadha 200g
DIL^CHP000486484^FA14420P^Dabur Ayush Kwath Kaadha 200gm Pouch
DIL^CHP000486484^FA144500^Dabur Ayush Kwath Immunity Kaadha 500g
DIL^CHP000486484^FA144600^Dabur Ayush Kwath Immunity Kaadha 600g
DIL^CHP000486484^FA14460P^DaburAyushKwath ImmunityKaadha 600g Pouc
DIL^CHP000486484^FA154010^Stresscom Active 10 caps.
DIL^CHP000486484^FA155004^Stresscom 04 Caps
DIL^CHP000486484^FA155010^Stresscom 10 Caps
DIL^CHP000486484^FA168450^Ashokarishta Apple Flavour 450 ml.
DIL^CHP000486484^FA16910S^Ashokarishta 100ml sample pack
DIL^CHP000486484^FA169225^Ashokarishta 225 ml
DIL^CHP000486484^FA169450^Ashokarishta 450 ml
DIL^CHP000486484^FA169680^Ashokarishta 680 ml
DIL^CHP000486484^FA169C45^Ashokarishta 450 ml CSD
DIL^CHP000486484^FA171450^Ashokarishta Mixed Fruit Flav 450 ml.
DIL^CHP000486484^FA181005^Dashmularishta 5 Lt
DIL^CHP000486484^FA18110S^Dashmularishta 100ml sample pack
DIL^CHP000486484^FA181225^Dashmularishta 225 ml
DIL^CHP000486484^FA181450^Dashmularishta 450 ml
DIL^CHP000486484^FA181680^Dashmularishta 680 ml
DIL^CHP000486484^FA181C45^Dashmularishta 450ml CSD
DIL^CHP000486484^FA182450^Dashmularishta Apple Flavour 450 ml.
DIL^CHP000486484^FA183450^Dashmularishta Mixed Fruit Flavour 450 m
DIL^CHP000486484^FA219180^Mritsanjeevani Sura 180 ml
DIL^CHP000486484^FA219375^Mritsanjeevani Sura 375 ml
DIL^CHP000486484^FA222100^Dabur Gripe Water 100 ml
DIL^CHP000486484^FA225030^Dabur Janma Ghunti 30ml Pet Bottle
DIL^CHP000486484^FA225060^Dabur Janma Ghunti 60ml Pet Bottle
DIL^CHP000486484^FA225125^Dabur Janma Ghunti 125ml Pet Bottle
DIL^CHP000486484^FA225200^Dabur Janma Ghunti 200ml
DIL^CHP000486484^FA324125^Dabur SanitizePlus Antiseptic Liquid 125
DIL^CHP000486484^FA325100^Dabur Herbal Antiseptic Liquid 100ml
DIL^CHP000486484^FA325125^Dabur Sanitize Antiseptic Liquid 125ml
DIL^CHP000486484^FA325250^Dabur SanitizeAntiseptic Liquid 250ml
DIL^CHP000486484^FA325525^Dabur Sanitize Antiseptic Liquid 525ml
DIL^CHP000486484^FA326001^Dabur Giloy Neem Juice with Tulsi 1Ltr
DIL^CHP000486484^FA327001^Dabur Giloy Juice 1 Ltr
DIL^CHP000486484^FA329001^Dabur Aloe Vera Juice 1 Ltr
DIL^CHP000486484^FA395100^Trikatu Churna 100gm
DIL^CHP000486484^FA395120^Trikatu Churna 120gm
DIL^CHP000486484^FA400100^Amla Churna 100gm
DIL^CHP000486484^FA400500^Amla Churna 500gm
DIL^CHP000486484^FA404060^Ashwagandha Churna 60 Gm
DIL^CHP000486484^FA404100^Ashwagandha Churna 100 Gm
DIL^CHP000486484^FA404500^Ashwagandha Churna 500gm
DIL^CHP000486484^FA408100^Giloy Churna 100gm
DIL^CHP000486484^FA411003^Lavan Bhaskar Churna 3 Gm 120 Sachet Jar
DIL^CHP000486484^FA411030^Lavan Bhaskar Churna 30 Gm Container
DIL^CHP000486484^FA41112P^Lavan Bhaskar Churna 120 Gm
DIL^CHP000486484^FA41120S^LBC 3Gm Sachet 20s Pouch
DIL^CHP000486484^FA41130P^Lavan Bhaskar Churna 30 Gm Packet
DIL^CHP000486484^FA41150P^Lavan Bhaskar Churna - 500 Gm
DIL^CHP000486484^FA41160P^Lavan Bhaskar Churna - 60 Gm
DIL^CHP000486484^FA411C12^LBC 120 Gm CSD Index:90082-E
DIL^CHP000486484^FA435060^Trifala Churna (Pktl) 60 Gm
DIL^CHP000486484^FA435120^Trifala Churna (Phial) 120 Gm
DIL^CHP000486484^FA435500^Trifala Churna 500 Gm
DIL^CHP000486484^FA531010^Shilajit Gold 10Caps
DIL^CHP000486484^FA531020^Shilajit Gold 20 Caps
DIL^CHP000486484^FA531C20^Shilajit Gold 20 caps CSD
DIL^CHP000486484^FA532010^Shilajit Capsules 10s
DIL^CHP000486484^FA532030^Shilajit Capsules 30s
DIL^CHP000486484^FA532100^Shilajit Capsules 100s
DIL^CHP000486484^FA532C30^Shilajit 30Caps - CSD Index:90072-L
DIL^CHP000486484^FA534040^Giloy Ki Ghanvati 40 Tab
DIL^CHP000486484^FA534100^Giloy Ki Ghanvati 100 Tabs
DIL^CHP000486484^FA536010^Coldone 10 Tab
DIL^CHP000486484^FA554010^Dabur Sat Isabgol 10Gm Pouch
DIL^CHP000486484^FA554050^Dabur Sat Isabgol 50Gm
DIL^CHP000486484^FA554100^Dabur Sat Isabgol 100Gm
DIL^CHP000486484^FA554200^Dabur Sat Isabgol 200Gm
DIL^CHP000486484^FA555100^Nature Care (Plain) 100Gm
DIL^CHP000486484^FA55510R^Nature Care (Plain) 100Gm Refill Pack
DIL^CHP000486484^FA555200^Nature Care (Plain) 200Gm
DIL^CHP000486484^FA555375^Nature Care (Plain) 375 Gm
DIL^CHP000486484^FA555C10^Nature Care Plain 100G CSD Index:91222-K
DIL^CHP000486484^FA555C37^Nature Care Plain 375G CSD Index:91223-X
DIL^CHP000486484^FA556025^Nature Care Double Action 25Gm
DIL^CHP000486484^FA556100^Nature Care Double Action 100Gm
DIL^CHP000486484^FA556C37^Nature Care (Plain) 375Gm
DIL^CHP000486484^FA651800^Oxylife Liposoluble Wax Aloevera 800g
DIL^CHP000486484^FA771010^Thirty Plus 10 Caps
DIL^CHP000486484^FA776020^Dabur Shuddh Kapoor 20g
DIL^CHP000486484^FA776050^Dabur Shuddh Kapoor 50gm
DIL^CHP000486484^FA776100^Dabur Shuddh Kapoor 100g
DIL^CHP000486484^FA813030^Mahanarayan Tail 30 ml
DIL^CHP000486484^FA813050^Mahanarayan Tail 50 ml
DIL^CHP000486484^FA813060^Mahanarayan Tail 60 ml
DIL^CHP000486484^FA813100^Mahanarayan Tail 100 ml
DIL^CHP000486484^FA8132LT^Mahanarayan Tail 2 Litre
DIL^CHP000486484^FA825025^Dabur Badam Tail 25 ml
DIL^CHP000486484^FA825050^Dabur Badam Tail 50 ml
DIL^CHP000486484^FA825100^Dabur Badam Tail 100 ml
DIL^CHP000486484^FA828050^Dabur Bhringraj Ayurvedic Oil 50 ml
DIL^CHP000486484^FA828100^Dabur Bhringraj Ayurvedic Oil 100 ml
DIL^CHP000486484^FA830100^Mahabhringraj H.Oil 100 ml
DIL^CHP000486484^FA830200^Mahabhringraj H.Oil 200 ml
DIL^CHP000486484^FA830300^Mahabhringraj H.Oil 300 ml
DIL^CHP000486484^FA839040^Dabur Rheumatil Activ Spray 40g
DIL^CHP000486484^FA840003^Dabur Super Thanda Tail 3 ml
DIL^CHP000486484^FA840050^Dabur Super Thanda Tail 50 ml
DIL^CHP000486484^FA840100^Dabur Super Thanda Tail 100 ml
DIL^CHP000486484^FA840200^Dabur Super Thanda Tail 200 ml
DIL^CHP000486484^FA850025^Dabur Roghan Badam Shireen 25ml
DIL^CHP000486484^FA850050^Dabur Roghan Badam Shireen 50ml
DIL^CHP000486484^FA850100^Dabur Roghan Badam Shireen 100ml
DIL^CHP000486484^FA855100^Nature Care Lemon 100Gm
DIL^CHP000486484^FA856080^Nature Care Isabgol Power - Eliachi 80Gm
DIL^CHP000486484^FA857080^Nature Care Isabgol Power - Vanilla 80Gm
DIL^CHP000486484^FA858010^Nature Care Isabgol Power - Orange 10Gm
DIL^CHP000486484^FA858080^Nature Care Isabgol Power - Orange 80Gm
DIL^CHP000486484^FA859003^Dabur Nature Care Kabz Over 3g Sachet
DIL^CHP000486484^FA859100^Nature Care Kabz Over 100Gm
DIL^CHP000486484^FA864010^Bitreen Tablets - Malaysia Pack
DIL^CHP000486484^FA888100^Kabasura Kudineer 100gm
DIL^CHP000486484^FA889100^Nilavembu Kudineer 100gm
DIL^CHP000486484^FA910025^Madhuvaani 25Gm Jar
DIL^CHP000486484^FA910150^Madhuvaani 150Gm
DIL^CHP000486484^FA912020^Honitus Madhuvaani 020gm sample
DIL^CHP000486484^FA912150^Honitus Madhuvaani 150gm
DIL^CHP000486484^FA913100^Honitus Shwaasamrit 100gm
DIL^CHP000486484^FA921030^Dabur Lemongrass Drops 30ml
DIL^CHP000486484^FA922030^Dabur Haldi Drops 30ml
DIL^CHP000486484^FA923030^Dabur Tulsi Drops 30ml
DIL^CHP000486484^FA924010^Dabur Tulsi Pearls 10 Capsules
DIL^CHP000486484^FA928910^Dabur Ayurvedic Nasal Drops 10ml
DIL^CHP000486484^FA930100^Brahmi Amla Hair Oil 100 ml
DIL^CHP000486484^FA930200^Brahmi Amla Hair Oil 200 ml
DIL^CHP000486484^FA931001^Dabur Jamun Neem Karela Juice 1 Ltr
DIL^CHP000486484^FA932001^Dabur Triphala Juice 1 Ltr
DIL^CHP000486484^FA935001^Dabur Amla Juice 1 Ltr
DIL^CHP000486484^FA935500^Dabur Amla Juice 500ml
DIL^CHP000486484^FA936500^Dabur Wheatgrass Juice- 500ml
DIL^CHP000486484^FA937030^Dabur Kalmegh Drops- 30ml
DIL^CHP000486484^FA938030^Dabur Ginger Drops 30ml
DIL^CHP000486484^FA939030^Dabur Cinnamon Drops 30ml
DIL^CHP000486484^FA940100^Dabur Active Blood Purifier 100 ml
DIL^CHP000486484^FA940200^Dabur Active Blood Purifier 200 ml
DIL^CHP000486484^FA941060^Lavan Bhaskar Tablets 60Tab
DIL^CHP000486484^FA945110^Harde Goli 6Tab 110Sachet Jar
DIL^CHP000486484^FA94520S^Harde Goli 6 Tab Sachet 20s Pouch
DIL^CHP000486484^FA946050^Dabur Sanitize Soap 50gm
DIL^CHP000486484^FA946075^Dabur Sanitize Soap 75g
DIL^CHP000486484^FA94607T^Dabur Sanitize Soap 75g ( 3+1)
DIL^CHP000486484^FA949125^Dabur Sanitize Alum Soap 125g
DIL^CHP000486484^FA955100^Nature Care Orange 100Gm
DIL^CHP000486484^FA970500^Liveveda Health Juice-Amla 500ml
DIL^CHP000486484^FA971500^Liveveda Health Juice-Aloe Vera 500ml
DIL^CHP000486484^FA972500^Liveveda Health Juice-Jamun 500ml
DIL^CHP000486484^FA995000^Dabur Immunity Kit
DIL^CHP000486484^FA996000^Dabur Immunity Kit -Small
DIL^CHP000486484^FA997000^Dabur Immunity Kit - Medium
DIL^CHP000486484^FA998000^Dabur Ayush Immunity kit -6
DIL^CHP000486484^FB010060^Odomos Mosquito Coil 60 pack
DIL^CHP000486484^FB015008^Odomos Mosquito Coil 8Hr
DIL^CHP000486484^FB015010^Odomos Mosquito Coil 10Hr
DIL^CHP000486484^FB015012^Odomos Mosquito Coil 12Hr
DIL^CHP000486484^FB020010^Ace Brushless Shaving Cream 10gm
DIL^CHP000486484^FB030200^Odomos Mats 200 Nos
DIL^CHP000486484^FB030C20^Odomos Mosq.Rep.30 Mats CSD Index: 21569
DIL^CHP000486484^FB031010^Odomos Patches Zipper bag 10pcs
DIL^CHP000486484^FB031024^Odomos Patches Carton box 24pcs
DIL^CHP000486484^FB032001^Odomos Mosquito band 1pcs
DIL^CHP000486484^FB032002^Odomos Mosquito band 2pcs
DIL^CHP000486484^FB035100^Odomos Mosquito Repellent Spray 100 ml
DIL^CHP000486484^FB040C12^Odomos Repel Lotion 120ml CSD Index:7203
DIL^CHP000486484^FB041003^Odomos Naturals Lotion 3ml Sachet
DIL^CHP000486484^FB041020^Odomos Naturals Lotion 20ml
DIL^CHP000486484^FB041040^Odomos Naturals Lotion 40 ml
DIL^CHP000486484^FB041060^Odomos Naturals Lotion 60 ml
DIL^CHP000486484^FB041120^Odomos Naturals Lotion 120ml
DIL^CHP000486484^FB045080^Odomos Naturals Gel 80gm
DIL^CHP000486484^FB045C80^Odomos Naturals Gel 80gm CSD
DIL^CHP000486484^FB050003^Odomos Mosquito Repellent Cream 2.5gm
DIL^CHP000486484^FB050012^Odomos Mosquito Repellent Cream 12gm
DIL^CHP000486484^FB050025^Odomos Mosquito Repellent Cream 25gm
DIL^CHP000486484^FB050050^Odomos Mosquito Repellent Cream 50gm
DIL^CHP000486484^FB050100^Odomos Mosquito Repellent Cream 100gm
DIL^CHP000486484^FB05010A^Odomos Repellent Cream100gm-Army
DIL^CHP000486484^FB05010B^Odomos Repellent Cream100gm-BSF
DIL^CHP000486484^FB050C10^Odomos Repel Cream 100gm CSD Index 27174
DIL^CHP000486484^FB050C50^Odomos Repel Cream 50gm CSD Index:27174
DIL^CHP000486484^FB051015^Odomos Naturals Cream Vitamin-E-15gm
DIL^CHP000486484^FB051C10^Odomos Cream Vita.E100g CSD
DIL^CHP000486484^FB052025^Odomos Naturals Cream 25gm
DIL^CHP000486484^FB052050^Odomos Naturals Rose Cream 50gm
DIL^CHP000486484^FB052100^Odomos Naturals Cream 100gm
DIL^CHP000486484^FB053025^Odomos Naturals Rose Cream 25gm
DIL^CHP000486484^FB053050^Odomos Naturals Rose Cream 50gm
DIL^CHP000486484^FB053100^Odomos Naturals Rose Cream 100gm
DIL^CHP000486484^FB056040^Odomos Oil 40ml Jar
DIL^CHP000486484^FB057045^Odomos LVP 45ml Single Pack
DIL^CHP000486484^FB058050^Odomos Roll on 50ml
DIL^CHP000486484^FB059002^Odomos Fabric Roll on 2ml
DIL^CHP000486484^FB059008^Odomos Fabric Roll on 8ml
DIL^CHP000486484^FB059020^Odomos Fabric roll on 20ml
DIL^CHP000486484^FB060300^A1 Toilet cubes 300gms
DIL^CHP000486484^FB060400^A1 Toilet Cubes 400gm
DIL^CHP000486484^FB061200^Odomos Mosquito&Flies Killer Spray200ml
DIL^CHP000486484^FB061320^Odomos Mosquito&Flies Killer Spray320ml
DIL^CHP000486484^FB061400^Odomos Mosquito&Flies Killer Spray400ml
DIL^CHP000486484^FB061625^Odomos Mosquito&Flies Killer Spray 625ml
DIL^CHP000486484^FB06501B^Odomos Mosquito Killer Racquet-Blue
DIL^CHP000486484^FB06501G^Odomos Mosquito Killer Racquet-Green
DIL^CHP000486484^FB06501O^Odomos Mosquito Killer Racquet-Orange
DIL^CHP000486484^FB06501R^Odomos Mosquito Killer Racquet-Red
DIL^CHP000486484^FB066500^Dazzl Hard Surface Cleaner 500ml
DIL^CHP000486484^FB070100^Ace Hair Styling Gel 100gm
DIL^CHP000486484^FB075009^Odonil Car Freshner 9ml (Aqua)
DIL^CHP000486484^FB076009^Odonil Car Freshner 9ml
DIL^CHP000486484^FB080008^Odonil Car Freshner 8 ml - Mix Perfume
DIL^CHP000486484^FB083550^Odonil Aerosol 550gm CP 1+1 (JAS) -T
DIL^CHP000486484^FB085008^Odonil Car Freshner 8ml - Tropical Woods
DIL^CHP000486484^FB086008^Odonil Car Freshner 8 ml - Ocean Mist
DIL^CHP000486484^FB087075^Odonil Dash Board Cedar Meadows 75 ml
DIL^CHP000486484^FB088075^Odonil Dash Board Morning Rain 75 ml
DIL^CHP000486484^FB089158^Dazzl Surface Disinfectant Spray158.1g
DIL^CHP000486484^FB089170^DazzlShield M.surfaceDisinfet.Spray170g
DIL^CHP000486484^FB090002^Dazzl Floor Cleaner 2 Ltr
DIL^CHP000486484^FB09005L^Dazzl Floor Cleaner Floral 5Ltr Pack
DIL^CHP000486484^FB090200^Dazzl Floor Cleaner 200 ml
DIL^CHP000486484^FB090500^Dazzl Floor Cleaner 500 ml
DIL^CHP000486484^FB090975^Dazzl Floor Cleaner 975ml
DIL^CHP000486484^FB091550^Dazzl Floor Cleaner 550 ml Lemon
DIL^CHP000486484^FB092550^Dazzl Floor Cleaner 550 ml Pine
DIL^CHP000486484^FB094005^Dazzl Multipurpose cleaner 5 Ltr
DIL^CHP000486484^FB094450^Dazzl Multipurpose Cleaner 450ml
DIL^CHP000486484^FB095200^Dazzl Bathroom Cleaner 200 ml
DIL^CHP000486484^FB095500^Dazzl Bathroom Cleaner 500 ml
DIL^CHP000486484^FB096010^Dazzl Silver Metal Polish 10gm
DIL^CHP000486484^FB096125^Dazzl Silver Metal Polish 125gm
DIL^CHP000486484^FB097500^Dazzl Glass Cleaner 500 ml
DIL^CHP000486484^FB0975LT^Dazzl Glass Cleaner Concentrate 5 Ltr
DIL^CHP000486484^FB100050^Odonil Blocks 50gm -Index:27161
DIL^CHP000486484^FB10010X^Odonil Blocks 100gm - Multipiece Pack
DIL^CHP000486484^FB10075P^Odonil Blocks 75gm - Multipiece Pack
DIL^CHP000486484^FB100C10^Odonil Air Freshner 100G CSD Index:27162
DIL^CHP000486484^FB100C50^Odonil Air Freshner 50G CSD Index:27161
DIL^CHP000486484^FB106050^Odonil Blocks 50Gm - Sandal Bouquet
DIL^CHP000486484^FB106075^Odonil Blocks 75Gm - Sandal Bouquet
DIL^CHP000486484^FB108500^Dabur Veggie Wash 500ml
DIL^CHP000486484^FB109450^Odopic Veggie Wash 450ml-T
DIL^CHP000486484^FB110150^Odopic Scouring Bar 150gm
DIL^CHP000486484^FB110200^Odopic Scouring Bar 200gm
DIL^CHP000486484^FB110325^Odopic Scouring Bar 325gm
DIL^CHP000486484^FB110600^Odopic Scouring Bar 564 Gms
DIL^CHP000486484^FB110C40^Odopic Scouring Bar 400G CSD Index:27077
DIL^CHP000486484^FB110C60^Odopic Scouring Bar 600G CSD Index:27074
DIL^CHP000486484^FB118115^Odopic Dishwash Bar 115gm
DIL^CHP000486484^FB119118^Odopic Liquid Dishwash 1800ml
DIL^CHP000486484^FB119155^Odopic Liquid Dishwash 155ml
DIL^CHP000486484^FB119250^Odopic Liquid Dishwash 250ml
DIL^CHP000486484^FB119500^Odopic Liquid Dishwash 500ml
DIL^CHP000486484^FB119750^Odopic Liquid Dishwash 750ml
DIL^CHP000486484^FB1201KG^Odopic Powder 1Kg
DIL^CHP000486484^FB1202KG^Odopic Powder 2Kg
DIL^CHP000486484^FB1204KG^Odopic Powder 4.5Kg
DIL^CHP000486484^FB120500^Odopic Powder 500gm
DIL^CHP000486484^FB120C1X^Meswak Toothpst-Green 100G CSD Ind:4071
DIL^CHP000486484^FB121140^Odonil Spray-On 140gm Jasmine Spirit
DIL^CHP000486484^FB121250^Odonil Spray-On 250gm Jasmine Spirit
DIL^CHP000486484^FB122140^Odonil Spray-On 140gm Wild Fantasy
DIL^CHP000486484^FB122250^Odonil Spray-On 250gm Wild Fantasy
DIL^CHP000486484^FB123140^Odonil Spray-On 140gm Ocean Dreams
DIL^CHP000486484^FB123250^Odonil Spray-On 250gm Ocean Dreams
DIL^CHP000486484^FB124140^Odonil Spray-On 140gm Lavender Breeze
DIL^CHP000486484^FB124250^Odonil Spray-On 250gm Lavender Breeze
DIL^CHP000486484^FB125140^Odonil Spray-On 140gm Mix
DIL^CHP000486484^FB125250^Odonil Spray-On 250gm Mix
DIL^CHP000486484^FB125C25^Odonil Room Spray 250gm CSD Index:8032
DIL^CHP000486484^FB126140^Odonil Room Spray 140gm Floral Secrets
DIL^CHP000486484^FB126250^Odonil Room Spray 250gm Floral Secrets
DIL^CHP000486484^FB129500^Sanifresh Bathroom Cleaner 500ml
DIL^CHP000486484^FB1295LT^Sanifresh Bathroom Cleaner 5 Ltr
DIL^CHP000486484^FB130001^Sanifresh Shine 500ml + 500ml
